X,Y,Densidad_nodos_m2,Grupo
587187.277683028,517557.8163693325,0.1427225734700506,D100
587187.277683028,517557.92040426994,0.14152559900993886,D100
587187.277683028,517558.0244392074,0.1403019649017894,D100
587187.277683028,517558.12847414485,0.13905296487503685,D100
587187.277683028,517558.2325090823,0.13777972446518408,D100
587187.277683028,517558.33654401975,0.13648313023790148,D100
587187.277683028,517558.4405789572,0.13516376482782572,D100
587187.277683028,517558.54461389466,0.13382185053252205,D100
587187.277683028,517558.6486488321,0.1324572038485933,D100
587187.277683028,517558.75268376956,0.1310692029122455,D100
587187.277683028,517558.856718707,0.129656769327745,D100
587187.277683028,517558.96075364447,0.12821836535214715,D100
587187.277683028,517559.0647885819,0.12675200687189137,D100
587187.3814872522,517554.59128627146,0.16298700676224373,D100
587187.3814872522,517554.6953212089,0.1632238953718921,D100
587187.3814872522,517554.79935614637,0.1633375809325504,D100
587187.3814872522,517554.9033910838,0.16333822238187565,D100
587187.3814872522,517555.0074260213,0.16323595746953193,D100
587187.3814872522,517555.1114609587,0.16304071570634734,D100
587187.3814872522,517555.2154958962,0.16276204875122663,D100
587187.3814872522,517555.3195308336,0.16240898219863228,D100
587187.3814872522,517555.4235657711,0.16198989194559796,D100
587187.3814872522,517555.52760070853,0.1615124074304193,D100
587187.3814872522,517555.631635646,0.1609833430799093,D100
587187.3814872522,517555.73567058344,0.1604086583160147,D100
587187.3814872522,517555.8397055209,0.15979344549459965,D100
587187.3814872522,517555.94374045834,0.1591419442177242,D100
587187.3814872522,517556.0477753958,0.15845757961188667,D100
587187.3814872522,517556.15181033325,0.157743021430541,D100
587187.3814872522,517556.2558452707,0.15700026024639643,D100
587187.3814872522,517556.35988020815,0.15623069656761282,D100
587187.3814872522,517556.4639151456,0.1554352384547148,D100
