X,Y,Densidad_nodos_m2
587187.1738788038,517556.15181033325,0.15712642726589746
587187.1738788038,517556.2558452707,0.15655414649550586
587187.1738788038,517556.35988020815,0.15594149960199244
587187.1738788038,517556.4639151456,0.15528823351627988
587187.1738788038,517556.56795008306,0.15459396175661025
587187.1738788038,517556.6719850205,0.15385827797133475
587187.1738788038,517556.77601995796,0.15308086188986703
587187.1738788038,517556.8800548954,0.15226157424742026
587187.1738788038,517556.98408983287,0.15140053779826007
587187.1738788038,517557.0881247703,0.15049820215911341
587187.1738788038,517557.1921597078,0.14955539090309816
587187.1738788038,517557.2961946452,0.1485733300285322
587187.1738788038,517557.4002295827,0.1475536576302114
587187.1738788038,517557.50426452013,0.14649841527857382
587187.1738788038,517557.6082994576,0.14541002224221272
587187.1738788038,517557.71233439504,0.14429123425192458
587187.1738788038,517557.8163693325,0.14314508898372671
587187.1738788038,517557.92040426994,0.14197484082156647
587187.1738788038,517558.0244392074,0.1407838877391712
587187.1738788038,517558.12847414485,0.13957569330996242
587187.1738788038,517558.2325090823,0.13835370691328977
587187.1738788038,517558.33654401975,0.13712128515721445
587187.1738788038,517558.4405789572,0.1358816173887681
587187.1738788038,517558.54461389466,0.1346376579211275
587187.1738788038,517558.6486488321,0.1333920672851111
587187.1738788038,517558.75268376956,0.13214716442353716
587187.1738788038,517558.856718707,0.13090489130657054
587187.1738788038,517558.96075364447,0.12966679097054823
587187.277683028,517554.6953212089,0.16158562543342594
587187.277683028,517554.79935614637,0.1617760515247008
587187.277683028,517554.9033910838,0.161861163342379
587187.277683028,517555.0074260213,0.16185026243997508
587187.277683028,517555.1114609587,0.16175234137533792
587187.277683028,517555.2154958962,0.16157593206338078
587187.277683028,517555.3195308336,0.1613289771444747
587187.277683028,517555.4235657711,0.16101872708380585
587187.277683028,517555.52760070853,0.16065166482117346
587187.277683028,517555.631635646,0.16023345884448792
587187.277683028,517555.73567058344,0.15976894460020602
587187.277683028,517555.8397055209,0.15926213321714935
587187.277683028,517555.94374045834,0.15871624564231773
587187.277683028,517556.0477753958,0.15813376950122424
587187.277683028,517556.15181033325,0.15751653532931376
587187.277683028,517556.2558452707,0.15686580829794222
587187.277683028,517556.35988020815,0.15618239119442573
587187.277683028,517556.4639151456,0.15546673422000074
587187.277683028,517556.56795008306,0.15471904714411744
587187.277683028,517556.6719850205,0.15393940949324783
587187.277683028,517556.77601995796,0.15312787474573153
587187.277683028,517556.8800548954,0.15228456493380194
587187.277683028,517556.98408983287,0.15140975259784276
587187.277683028,517557.0881247703,0.15050392767060278
587187.277683028,517557.1921597078,0.14956784756276809
587187.277683028,517557.2961946452,0.14860256944714398
587187.277683028,517557.4002295827,0.14760946446817524
587187.277683028,517557.50426452013,0.14659021430932315
587187.277683028,517557.6082994576,0.14554679120796707
587187.277683028,517557.71233439504,0.14448142309411052
587187.277683028,517557.8163693325,0.14339654602707866
587187.277683028,517557.92040426994,0.14229474649960738
587187.277683028,517558.0244392074,0.14117869646163916
587187.277683028,517558.12847414485,0.14005108408166062
587187.277683028,517558.2325090823,0.1389145433108446
587187.277683028,517558.33654401975,0.13777158524806873
587187.277683028,517558.4405789572,0.1366245341293835
587187.277683028,517558.54461389466,0.13547547049438757
587187.277683028,517558.6486488321,0.13432618372775193
587187.277683028,517558.75268376956,0.1331781357526218
587187.277683028,517558.856718707,0.13203243718120733
587187.277683028,517558.96075364447,0.1308898367249295
587187.277683028,517559.0647885819,0.12975072415071706
587187.3814872522,517554.59128627146,0.1629969563371566
587187.3814872522,517554.6953212089,0.16323544075699414
587187.3814872522,517554.79935614637,0.163350970849122
587187.3814872522,517554.9033910838,0.16335374309075187
587187.3814872522,517555.0074260213,0.16325393829306448
587187.3814872522,517555.1114609587,0.16306153535660847
587187.3814872522,517555.2154958962,0.16278614258178684
587187.3814872522,517555.3195308336,0.1624368505129466
587187.3814872522,517555.4235657711,0.16202210951212778
587187.3814872522,517555.52760070853,0.16154963437299874
587187.3814872522,517555.631635646,0.1610263373313932
587187.3814872522,517555.73567058344,0.16045828984367133
587187.3814872522,517555.8397055209,0.1598507125267333
587187.3814872522,517555.94374045834,0.1592079917222097
587187.3814872522,517556.0477753958,0.15853372029816357
587187.3814872522,517556.15181033325,0.15783075956652598
587187.3814872522,517556.2558452707,0.15710131860000043
587187.3814872522,517556.35988020815,0.1563470467982497
587187.3814872522,517556.4639151456,0.15556913529241023
587187.3814872522,517556.56795008306,0.1547684226942147
587187.3814872522,517556.6719850205,0.1539455007883971
587187.3814872522,517556.77601995796,0.15310081602446307
587187.3814872522,517556.8800548954,0.15223476306964465
587187.3814872522,517556.98408983287,0.15134776721672966
587187.3814872522,517557.0881247703,0.15044035307197023
587187.3814872522,517557.1921597078,0.14951319765003723
587187.3814872522,517557.2961946452,0.14856716674407125
587187.3814872522,517557.4002295827,0.14760333418826893
587187.3814872522,517557.50426452013,0.14662298435824694
587187.3814872522,517557.6082994576,0.14562759893314695
587187.3814872522,517557.71233439504,0.14461882954886057
587187.3814872522,517557.8163693325,0.1435984584837388
587187.3814872522,517557.92040426994,0.14256834992124048
587187.3814872522,517558.0244392074,0.14153039461764066
587187.3814872522,517558.12847414485,0.14048645096175671
587187.3814872522,517558.2325090823,0.1394382854472138
587187.3814872522,517558.33654401975,0.13838751549038697
587187.3814872522,517558.4405789572,0.13733555732743694
587187.3814872522,517558.54461389466,0.1362835814241895
587187.3814872522,517558.6486488321,0.13523247744848818
587187.3814872522,517558.75268376956,0.1341828304039706
587187.3814872522,517558.856718707,0.13313490902649475
587187.3814872522,517558.96075364447,0.13208866702003036
587187.3814872522,517559.0647885819,0.1310437571781879
587187.3814872522,517559.1688235194,0.12999955792044646
587187.4852914764,517554.487251334,0.16432097600015144
587187.4852914764,517554.59128627146,0.16463563648775978
587187.4852914764,517554.6953212089,0.16480854503698397
587187.4852914764,517554.79935614637,0.16485029430710266
587187.4852914764,517554.9033910838,0.16477180103263148
587187.4852914764,517555.0074260213,0.16458409503757768
587187.4852914764,517555.1114609587,0.16429811861296748
587187.4852914764,517555.2154958962,0.1639245412662879
587187.4852914764,517555.3195308336,0.16347359425636498
587187.4852914764,517555.4235657711,0.1629549285828349
587187.4852914764,517555.52760070853,0.1623774992341821
587187.4852914764,517555.631635646,0.16174947754629895
587187.4852914764,517555.73567058344,0.16107819252265954
587187.4852914764,517555.8397055209,0.16037010095773332
587187.4852914764,517555.94374045834,0.15963078522773722
587187.4852914764,517556.0477753958,0.15886497670615907
587187.4852914764,517556.15181033325,0.15807660196107656
587187.4852914764,517556.2558452707,0.15726884822737322
587187.4852914764,517556.35988020815,0.1564442441431813
587187.4852914764,517556.4639151456,0.15560475141235142
587187.4852914764,517556.56795008306,0.1547518629113904
587187.4852914764,517556.6719850205,0.15388670279973662
587187.4852914764,517556.77601995796,0.15301012440802514
587187.4852914764,517556.8800548954,0.15212280205435028
587187.4852914764,517556.98408983287,0.15122531345131585
587187.4852914764,517557.0881247703,0.15031820998967685
587187.4852914764,517557.1921597078,0.14940207288680793
587187.4852914764,517557.2961946452,0.14847755393723103
587187.4852914764,517557.4002295827,0.14754540036466146
587187.4852914764,517557.50426452013,0.146606464018157
587187.4852914764,517557.6082994576,0.14566169584900687
587187.4852914764,517557.71233439504,0.14471212722354113
587187.4852914764,517557.8163693325,0.14375884014806978
587187.4852914764,517557.92040426994,0.14280292888880108
587187.4852914764,517558.0244392074,0.141845455750521
